BasePriceLabel,BedrmCt,RegionID,SizeRank,RegionName,StateName,State,Metro,CountyName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020
BR003RG0038414,3,38414,3213,Erie,Colorado,CO,Greeley,Weld County,239347,242114,244930,248025,250722,253669,257024,261702,265991,270612,273492,277131,280223,284357,287846,290908,293746,296843,299884,302471,304439,306044,307883,308994,309248,308577,308913,309499,310499,309803,308970,307072,306615,305962,306252,305446,306097,305501,304725,303607,302467,302374,301904,302679,302644,302546,301307,301338,300985,302466,303117,303393,303732,304281,305284,305600,305888,306359,307348,308103,309155,308710,309443,310193,311266,311682,312174,312971,313832,315112,316308,316937,317008,317972,318411,319036,319387,319635,318786,317662,317292,316423,315492,314294,314304,313841,313533,313103,312709,313203,313124,312811,311142,310299,309102,308778,306785,305697,303992,303301,302251,301072,301050,301227,301542,301258,300752,299754,298988,298511,298552,298083,297538,296907,296511,296443,296919,297012,297622,298372,299751,299621,299758,299485,299689,298851,298059,297308,296782,296819,296451,296335,295684,295551,294587,293927,293246,293935,293918,293956,293402,292403,292515,292932,293903,295069,296331,298184,299336,300185,301166,302281,303790,305766,306998,308329,309835,311504,313610,314876,317599,320196,323920,326838,330332,333417,336230,337875,339117,340948,343456,347006,349147,351114,352144,354179,355516,357352,359726,362818,366097,369501,372826,375161,378171,381783,386009,390017,393886,398073,401978,406697,411075,413672,415564,417549,420491,422904,425225,427353,430349,433023,436417,438024,440294,443426,447161,451153,453733,456248,458031,459821,461447,462583,463590,466127,468780,471318,473065,474774,477518,480436,483925,486605,488338,490734,491968,492997,493404,495265,497035,498670,498878,499055,498177,498304,499127,499858,501246,502348,503722,503919,504488,505154,506724,508323,510661,512681
BR003RG0033400,3,33400,3259,Peyton,Colorado,CO,Colorado Springs,El Paso County,171672,171984,172457,173214,173998,174378,175219,176113,177481,178370,179399,180473,181329,182409,183348,184798,186289,188229,189938,191857,193340,194784,196215,197723,199033,199760,200480,200925,201593,201954,202729,203096,203737,204247,204686,204868,205215,206014,207079,207796,208369,208745,209148,209430,209766,210291,211244,212194,213196,213939,214478,215157,215868,217079,218228,219567,220639,221762,222761,223924,225074,226265,227485,228836,230042,230983,231688,232632,233917,235202,236201,236717,237124,237391,237990,238501,239194,239787,240563,241614,242446,243108,243189,243767,244725,245817,246589,246876,247506,247991,248101,247513,246590,245328,244897,244638,243503,241155,237872,235149,232971,230936,230045,228501,227555,225997,223709,220769,218066,216918,216772,217210,216625,215664,213403,211660,209559,208560,208330,209090,210022,210801,211128,211435,211201,211869,211795,211844,210942,210223,209268,207378,205270,203195,201754,200439,198917,196842,195489,195241,196309,197105,197757,198948,200349,201254,201252,200940,201803,203246,205082,205324,205349,204789,204674,203936,203981,204172,205176,204363,204165,203552,203996,204833,205375,206362,207013,207838,208468,209072,210092,211751,211808,212237,212065,212901,213397,214481,215546,216947,218342,219797,220528,221490,224363,226629,228473,229060,230796,231924,232922,233380,234284,235787,237912,240584,241486,242656,243588,245444,247504,249470,251695,255484,256256,256791,255792,257791,260632,263593,267151,270210,271878,273951,276548,279186,284451,289202,295131,297657,300110,301979,303095,303889,305341,307309,309462,310735,311407,311970,312346,313274,314175,315479,317463,320020,322756,324714,326305,328268,330028,332245,334380,337269,340128,342965,345542,347958
BR003RG0020642,3,20642,3260,Steamboat Springs,Colorado,CO,Steamboat Springs,Routt County,281788,284463,286814,289687,292542,295007,296889,299184,301244,303631,305725,308375,311018,313703,316430,318935,321275,322914,324382,325496,326973,328235,329566,330594,331721,332802,334136,335148,336458,337852,339623,340780,341590,342317,342980,343539,343651,343918,344115,344498,344613,344691,344567,345473,346909,348638,349720,350708,352074,353514,354705,355753,357050,358719,360501,362019,363373,364581,366394,368500,370863,373195,375307,377398,379286,381367,383657,385566,387294,388703,390009,391076,391558,392544,394303,397501,400861,403343,404789,405947,407169,408869,410765,413339,416798,420570,425521,429417,433869,439402,446183,454305,462993,472317,480534,487376,493969,499489,503015,504714,505958,506750,506811,506563,506186,505595,506131,506626,505901,504179,502511,502834,502422,501639,501681,501534,501094,499100,497122,495906,494890,494382,493796,493122,492666,492255,491145,489240,487072,485408,483591,481675,480030,479027,477902,476461,475458,474629,473805,473217,472767,472774,472376,471962,471843,472211,472938,473617,473740,474086,474714,475866,477328,478680,480221,482002,484142,485266,486661,488214,490843,493373,495660,497672,499754,502072,504913,507726,509952,512534,515108,518405,520863,523056,525502,528968,532354,535789,538936,542507,546315,550675,555209,559590,564840,570095,575185,578820,582701,586697,590915,594481,598352,601700,604850,606639,609117,612621,616923,620534,623514,625817,627938,630080,632314,634657,636547,639033,639387,639342,638576,640031,642133,645127,648781,653127,657175,660781,665111,670369,676587,680570,683303,684169,685499,686455,688962,691443,693875,695187,697124,701149,708313,713659,716747,715443,715276,715392,715078,714086,713079,713123,712350,709273,703585,700115,698788,700856
BR003RG0020651,3,20651,3349,Sterling,Colorado,CO,Sterling,Logan County,94630,95379,96067,96544,97276,97974,98596,99132,99789,100522,101267,101983,102740,103465,104034,104290,104603,104881,105382,105728,106016,106257,106364,106557,106561,106729,106877,107171,107347,107577,107719,107774,107744,107676,107706,107671,107621,107630,107666,107731,107579,107391,107197,107418,107828,108288,108549,108736,108948,109131,109425,109664,110071,110413,110839,111058,111264,111456,111825,112194,112783,113326,113792,114173,114615,115225,115789,116202,116447,116665,116866,117140,117267,117430,117554,117741,117886,117972,118083,118273,118557,118815,118970,119082,119108,119185,119266,119329,119284,119142,118962,118948,118979,119113,119184,119242,119363,119441,119504,119477,119420,119420,119477,119621,119680,119569,119474,119336,119186,118894,118611,118417,118265,118105,117777,117238,116706,116289,116143,116135,116194,116184,116119,116022,115895,115722,115541,115341,115078,114889,114260,113593,112808,112395,112009,111673,111487,111339,111430,111557,111759,111791,112043,112279,112573,112695,112930,113195,113432,113684,113905,114232,114695,115250,115907,116579,117239,117926,118621,119431,120238,121134,121934,122741,123506,124348,125151,125953,126873,127814,128730,129564,130400,131219,132117,133083,134005,134970,135955,137069,138247,139523,140884,142109,143412,144600,145899,147051,148253,149406,150563,151674,152680,153594,154488,155528,156671,157983,159174,160275,161345,162354,163455,164381,165326,166237,167225,168295,169149,169856,170603,171588,172709,173950,175162,176475,177655,178816,179700,180453,181154,181980,182673,183218,183578,183971,184800,185759,186656,187190,187664,188210,188855,189494,190161,190712,191308,191837,191969,191947,191996,192307,192738,193099,193388,193574,193731,193941
BR003RG004776,3,4776,3379,Fort Morgan,Colorado,CO,Fort Morgan,Morgan County,93832,94845,95801,96848,97553,98233,99471,100950,102359,103650,104727,105935,106670,107443,108210,109195,110717,112300,113588,114616,115408,116283,117054,117954,118396,118928,119230,119824,119965,119999,120101,120153,120474,120597,121041,121277,121955,122529,123280,123648,123687,123912,123894,124207,124333,124668,124606,124433,124629,124974,125288,125250,125703,125981,126148,126109,126440,126828,127325,127678,127609,127432,127400,127622,127876,128176,129049,129534,129555,129505,129681,130010,130294,130444,130316,130431,130264,130412,129881,130005,129988,129783,129233,128982,129112,129107,129319,129391,129853,129594,129722,129324,129168,128978,128917,128738,128048,127699,127378,127119,126608,126320,125912,125762,125693,125764,125716,125470,125421,125228,124964,124580,124113,123680,122963,122157,121244,120551,120073,119814,119685,119582,119366,119162,118927,118795,119144,119486,119817,119751,119628,119399,119000,118581,118269,118001,117944,117827,117644,117597,117654,117864,117993,118134,118392,118669,119012,119387,119716,120099,120448,120830,121263,121787,122413,123111,123829,124596,125314,126069,126824,127703,128526,129328,130107,130885,131698,132530,133382,134308,135271,136278,137199,138071,139029,140104,141203,142382,143590,144827,146141,147600,149127,150485,151933,153330,154776,155993,157211,158421,159633,160794,162030,162927,163823,164736,165927,167171,168422,169670,170927,172160,173457,174797,176008,177306,178473,179793,180943,182272,183531,184903,186304,187822,189485,191206,192732,194243,195866,197447,198830,199939,201053,202265,203365,204379,205580,206834,208287,209406,210464,211440,212576,213673,214642,215560,216536,217657,218291,218785,219187,219785,220321,220814,221218,221643,222069,222346
BR003RG0052071,3,52071,3622,Fort Lupton,Colorado,CO,Greeley,Weld County,187174,188309,188623,188651,188907,189985,191615,193264,195548,197882,200152,202256,204425,206422,208624,210576,212927,214664,216204,218091,220023,222245,223710,225460,226518,227794,229133,230730,232043,233217,234381,235560,236143,236530,236939,237468,238172,238671,239140,239646,239813,240108,239898,239529,239417,239584,240043,240329,240804,241395,241930,241982,242048,241778,241945,242005,242419,242076,241605,240837,239992,239288,238653,238757,238459,238183,237384,237527,237340,237599,237634,237953,238618,238692,238394,237682,237067,236808,236423,235982,235494,234920,234034,232776,232112,231350,230754,228752,227554,226249,225766,223101,219659,215799,213082,210602,206192,202826,199899,198552,196815,194721,192064,190134,188567,187944,187405,186827,187123,186180,185036,184178,182962,182240,181325,180893,181036,180493,179120,177838,176424,175692,174826,174275,174283,174447,173943,173490,172299,171866,170873,169682,168661,167859,166810,164352,162290,159339,157194,155291,154683,154165,154382,155359,156024,156950,158237,160810,162296,164509,167512,170481,172604,173456,174021,173794,174730,175450,175940,175193,175555,176374,177867,178876,180372,182138,184553,187274,189603,192005,194675,198121,201211,203821,205652,208450,211151,214017,216483,219164,222056,225060,228999,232477,236079,239542,242396,244096,245095,247581,250767,254121,256504,258225,259298,261376,263653,266215,268873,272511,277368,281461,285340,287720,290292,292886,295185,297157,299062,301020,303029,304454,305362,305557,305415,307175,309493,312147,315169,318482,321974,324903,327654,330458,332173,334786,336938,339326,341205,342811,343602,344013,344625,346339,347307,348151,349239,350480,352323,353244,354205,355176,356668,358331,359755,360595,362081,363720
BR003RG0048660,3,48660,3638,Cortez,Colorado,CO,,Montezuma County,113323,114783,115873,116552,117089,117420,117932,118731,119671,120145,120353,120473,121120,121829,122841,123518,124054,124563,124855,125231,125286,125582,125922,126336,126546,126771,126947,127207,127490,127681,127835,127843,127946,127955,127958,127975,127952,127931,127824,127740,127533,127370,127257,127276,127516,127954,128436,128824,128933,129246,129540,130186,130890,131657,132409,132955,133397,133695,134131,134744,135877,136803,137845,138486,139415,140413,141463,142472,143315,144066,144639,145018,145363,145774,146265,146699,146999,147221,147437,147777,148113,148595,149085,149681,149956,150196,150368,150843,151110,151258,151294,151798,152322,152655,152902,153173,153553,153583,153723,153581,153556,153442,153821,153771,154032,154306,154450,154403,154120,154684,154646,154888,154880,155458,155201,154878,154166,153715,153539,153408,153434,152774,152494,152151,152147,151856,152524,152791,153185,152970,152854,152735,151797,150992,150239,150030,149853,149042,147563,146798,146260,146427,146336,146558,148488,150333,152232,152729,153235,153820,154059,154161,154648,155522,156396,156990,157077,157505,157934,159016,160066,162215,164719,167177,168579,169462,170343,171381,171947,172471,172956,173929,174679,175076,175754,176646,177902,179125,180370,181679,183139,184777,186434,187734,189173,190413,191628,192662,193813,194962,196343,197545,199281,200673,201996,203067,204321,205522,206589,207421,208511,209554,210423,211283,211019,210922,210747,211473,211918,212375,212865,213401,213978,214501,215438,216350,217700,218546,219474,219896,220598,220981,221268,221616,221791,222029,222322,222966,223630,224168,224533,225032,225389,225749,226184,226551,227049,227440,227604,227489,227331,227466,227680,227823,227947,228168,228322,228447
BR003RG0010057,3,10057,3662,Alamosa,Colorado,CO,,Alamosa County,91806,92214,92387,92698,93708,94617,95496,96321,97331,98253,98999,99729,100385,101014,101502,102098,102616,103314,103755,104191,104449,104849,105134,105470,105709,106244,106701,107180,107456,107762,108046,108276,108585,108905,109215,109361,109337,109363,109501,109565,109514,109268,109333,109590,109930,110261,110510,110757,110967,111232,111471,111878,112350,112959,113426,113739,114099,114446,114912,115378,116146,116729,117349,117792,118423,119136,119728,120303,120730,121127,121453,121780,122052,122421,122740,123035,123342,123540,123914,124201,124555,124917,125213,125539,125657,125772,125875,126111,126183,126117,125946,125949,126055,126238,126501,126681,126900,127069,127311,127237,127103,126939,126943,127038,127031,126769,126318,125981,125707,125490,125096,124995,125016,125171,125003,124553,124020,123716,123577,123402,123228,123022,122879,122721,122144,121586,121020,120747,120502,120338,120201,119979,119657,119303,119012,118651,118641,118576,118775,118946,119212,119227,119179,119162,119351,119532,119794,120138,120531,121038,121515,122015,122531,123248,123974,124822,125576,126474,127268,128102,128920,129779,130538,131291,132113,133056,134032,135005,136012,137044,138038,138932,139761,140597,141566,142588,143646,144538,145572,146572,147754,148892,150211,151554,153019,154275,155681,156836,158044,159087,160216,161296,162444,163519,164683,165838,167107,168530,169607,170887,171865,173169,174195,175141,175768,176442,177261,178256,179147,180011,181061,182059,183116,184128,185320,186768,188045,189072,189536,189803,190130,190611,191137,191447,191660,191729,192203,192755,193431,193867,194299,194744,195021,195225,195442,195909,196418,196932,196980,196818,196661,196746,197018,197275,197584,197801,197886,197825
BR003RG0024889,3,24889,3697,Glenwood Springs,Colorado,CO,Glenwood Springs,Garfield County,151461,153083,154545,155565,156769,158125,159591,161400,163271,165160,166502,167801,168907,170153,171157,172265,173184,173789,173625,172903,172070,172127,172652,173644,174138,174266,174874,175550,177447,178405,179991,181561,183679,184815,185211,185458,186464,187837,188654,189113,187454,187143,186868,187739,188153,188330,188844,189017,188985,189217,189776,190694,192232,193070,193987,194134,194140,194451,195030,196112,197199,197621,198188,198584,199939,201532,203016,204403,206222,208582,211074,213484,216164,219571,222087,224311,225407,227435,229745,232907,235588,237887,240080,242464,244788,247165,250562,254906,258893,262084,265346,268693,273052,277647,281920,284805,286439,287975,289679,290981,293980,296256,297992,298347,298365,298127,297236,296969,297666,298137,298042,297623,296460,296002,295166,294727,293313,292033,291200,291013,290895,290623,290050,289412,288695,287984,287552,286943,286416,285754,285251,284402,283196,281907,280854,280155,279422,277975,276527,275748,276050,276603,276969,277393,277872,278716,279811,280680,280949,280219,279568,279617,280789,283156,285364,288106,289169,290874,292267,294357,297722,304328,313323,319503,322158,320826,320414,320102,323007,324749,326587,330122,335932,341694,342853,346465,352010,362583,373120,382572,391426,399865,407884,411103,410915,409677,411852,413080,414162,410801,408458,406170,405157,405985,408725,413568,415930,416135,416295,418416,422523,429315,433714,437532,439750,440576,441619,442227,447352,453849,460307,465271,467086,468508,470862,476321,482331,488524,491001,492699,493074,494981,495789,495044,495010,494065,495800,495004,493301,490931,492002,496590,500155,502069,501665,502789,503872,506618,507211,508142,509727,511934,513158,512009,511313,510865,512678,514216
BR003RG0021337,3,21337,3764,Windsor,Colorado,CO,Greeley,Weld County,209612,211207,211448,211711,212137,213608,215335,217270,219340,221324,222896,224018,225648,227214,229652,231789,234074,235913,237654,239657,241869,244299,246304,248468,250069,251757,253747,255779,257782,258823,259853,260660,261450,261982,262488,263005,263433,263927,263592,263543,263135,263923,263905,263813,263286,263553,264123,264581,265177,265487,266258,266523,267147,266901,267474,268250,269546,269839,270026,270421,270999,271710,272422,273499,273832,274220,274610,275141,275771,276337,276893,277148,277942,278698,279148,278729,278189,277545,276333,275435,274578,273809,272805,271392,270624,269740,269407,268708,269057,269417,270187,269879,268471,267490,266348,266129,263043,260269,256722,255214,253689,252977,252034,250832,250054,249354,249049,247973,248186,248250,248656,248176,247337,246254,245405,245212,245289,244941,244517,244382,244424,244175,244164,244371,245080,245175,245001,244777,244484,243878,242823,241623,240572,240046,239623,239309,238162,237743,237091,236970,236416,236893,238114,240203,241445,242488,242570,242791,242958,243486,244348,245264,246575,247469,247761,247484,248435,249527,251850,253378,255885,256820,258488,259374,261308,262844,264696,266491,268230,270062,271363,273375,274904,277178,278909,281235,282903,285034,287597,290647,293239,296026,299410,302207,305285,308738,312502,315846,318469,321684,324254,326201,327938,329362,330958,333168,335039,336960,338746,341346,344617,346959,349862,352471,355603,358345,360282,362317,364669,366786,367880,367980,368391,368680,368934,370216,372067,374255,376476,378390,380619,382449,385113,387556,389012,391055,392897,395028,396256,396825,396474,395834,394747,395030,395244,396070,396832,397077,397690,397644,397886,398540,400057,401925,403961,405232,406407,407472
